Time,Acc1_X,Acc1_Y,Acc1_Z,Acc2_X,Acc2_Y,Acc2_Z,Gyro1_X,Gyro1_Y,Gyro1_Z,Gyro2_X,Gyro2_Y,Gyro2_Z,label
274264,7.6,-0.95,6.43,-3.15,-0.17,7.99,-0.03,-0.04,0.0,-0.02,0.0,-0.02,1
3868,6.93,-1.77,7.11,-6.27,-2.66,5.65,-0.03,-0.04,0.01,-0.03,0.01,-0.01,0
298624,8.34,-1.11,5.52,-4.31,-0.66,7.46,-0.05,-0.04,0.0,-0.04,0.02,-0.01,1
240160,7.49,4.04,5.27,-5.48,3.66,5.89,-0.04,-0.06,-0.01,-0.02,0.02,0.01,0
1020080,10.0,-0.63,2.33,0.53,4.14,7.72,-0.05,-0.03,0.0,-0.01,0.0,-0.02,1
1405784,7.16,-3.17,6.15,-4.81,-6.06,5.07,-0.02,0.26,-0.16,-0.15,0.35,0.06,0
121608,8.78,0.18,5.0,-5.94,-1.57,6.1,-0.06,-0.05,0.01,-0.02,-0.03,-0.04,0
1851572,4.45,1.97,8.51,-7.73,-1.57,4.03,-0.05,-0.06,0.0,-0.04,0.02,-0.02,0
1956724,2.86,-1.58,9.29,-4.94,-6.38,4.29,-0.02,-0.03,0.0,-0.05,0.04,0.0,0
847532,7.38,2.82,5.63,-6.27,2.87,5.31,-0.43,0.0,0.21,0.34,0.14,-0.16,0
603118,8.77,-0.24,4.96,-3.45,-1.81,7.71,-0.06,-0.05,0.0,-0.02,0.0,-0.02,1
536134,5.37,1.11,8.31,-6.33,-0.18,6.05,-0.05,-0.05,0.02,-0.04,0.0,-0.02,0
116330,7.68,-0.44,6.31,-3.91,-3.80,6.66,0.42,-0.38,0.03,0.24,-0.19,0.43,0
770396,4.7,0.14,8.74,-7.56,-2.37,4.17,-0.04,-0.03,0.0,-0.05,0.03,0.01,0
1671304,6.92,0.7,7.18,-6.78,-0.67,5.52,-0.04,-0.04,0.01,-0.04,0.03,-0.01,0
763896,2.93,-0.45,9.39,-8.66,-2.3,1.97,-0.06,-0.04,0.01,-0.03,0.01,-0.01,0
311614,8.91,-1.65,4.49,-3.68,-1.44,7.73,-0.05,-0.05,0.01,-0.03,0.01,-0.01,1
816268,8.54,-0.24,5.42,-0.68,3.07,8.04,-0.02,-0.05,0.01,-0.07,0.0,0.0,0
1568184,7.98,0.16,6.13,-6.17,-1.81,6.05,-0.01,-0.05,0.01,-0.08,0.03,0.03,1
1469932,7.85,0.03,6.18,-6.46,-1.92,5.74,-0.06,-0.05,-0.01,-0.02,0.04,-0.01,1
1160966,5.54,1.88,8.04,-8.37,-1.8,3.17,-0.05,-0.05,0.0,-0.02,0.02,-0.02,0
2245388,9.08,-1.44,4.26,-3.36,-1.31,7.93,-0.05,-0.03,0.0,-0.04,0.02,-0.02,0
819100,8.45,-0.61,5.23,-4.88,-2.07,6.88,-0.04,-0.04,0.01,-0.04,0.03,-0.0,1
1532862,8.48,-1.23,5.27,-4.95,-2.83,6.55,-0.06,-0.11,0.02,-0.03,-0.0,-0.0,1
582004,6.1,0.59,7.83,-6.94,-2.89,4.82,-0.06,-0.05,0.01,-0.04,0.02,-0.01,0
1185730,8.07,-1.11,5.86,-6.47,-1.3,5.82,-0.07,-0.09,0.0,-0.02,0.01,-0.01,1
1147162,5.15,1.78,8.26,-8.37,-1.96,2.77,-0.05,-0.05,0.0,-0.03,0.01,-0.02,0
159772,6.3,3.3,6.89,-9.34,-1.32,-0.51,-0.04,-0.04,0.01,-0.08,0.03,-0.01,0
288474,8.52,-1.24,5.19,-4.52,-0.44,7.38,-0.03,-0.05,0.01,-0.04,0.0,-0.01,1
229604,9.68,-0.37,3.1,-4.54,-0.73,7.22,-0.05,-0.05,0.01,-0.05,-0.01,-0.04,1
564140,6.15,0.61,7.74,-6.81,-2.88,4.85,-0.05,-0.03,0.0,-0.03,0.01,-0.03,0
1273428,4.58,-1.7,8.63,-7.1,-5.04,2.88,-0.07,-0.09,-0.04,0.03,0.02,-0.02,0
1341230,10.13,-1.13,0.8,-1.75,0.86,8.36,-0.04,-0.04,0.0,-0.05,0.01,-0.02,0
118766,8.83,0.93,4.5,-6.26,1.56,6.0,0.34,-0.64,0.18,-0.19,-0.53,0.46,0
1307518,7.66,-0.89,6.32,-4.4,-1.32,7.4,-0.03,-0.04,-0.01,-0.01,0.0,-0.03,1
91564,5.93,1.04,7.92,-6.9,-0.78,5.32,-0.06,-0.07,-0.02,0.0,-0.01,-0.04,0
1837362,4.64,1.87,8.44,-7.75,-1.36,4.04,-0.04,-0.01,-0.01,0.01,0.04,-0.03,0
385912,8.74,-0.83,5.03,-4.33,-0.75,7.46,-0.05,-0.07,0.01,-0.04,0.0,-0.01,1
2170686,8.2,0.11,5.85,-4.57,-1.09,7.39,-0.05,-0.04,0.01,-0.04,0.01,-0.02,1
281166,7.95,-0.18,6.04,-5.61,-0.76,6.54,-0.05,-0.07,0.01,0.0,-0.03,-0.01,1
121202,4.25,-0.44,8.83,-7.34,-2.71,4.13,-0.04,-0.04,0.02,-0.04,0.0,-0.02,0
1268962,4.79,-1.14,8.7,-7.62,-4.01,3.45,-0.11,-0.15,-0.04,0.13,0.0,0.11,0
1284782,7.77,-0.59,6.34,-4.41,-1.27,7.38,-0.03,-0.05,0.01,-0.05,0.01,-0.01,1
305932,7.56,-1.32,6.45,-4.24,-0.09,7.61,-0.04,-0.04,0.0,-0.03,0.02,-0.01,1
651838,8.59,-0.2,5.26,-3.58,-2.26,7.47,-0.05,-0.07,0.01,-0.05,0.01,0.0,1
9146,3.49,1.36,9.12,-8.43,-1.3,3.09,-0.03,-0.05,0.01,-0.04,-0.02,-0.02,0
1152832,7.86,1.9,6.03,-6.45,0.45,5.86,0.04,-0.03,0.0,-0.07,0.02,-0.01,0
31476,8.51,-0.59,5.52,-2.51,1.32,8.2,0.02,-0.35,0.05,0.1,-0.28,0.03,0
274670,9.02,-0.54,4.53,-7.73,-2.75,4.0,-0.06,-0.08,0.02,-0.01,0.02,-0.04,1
833326,9.32,-1.38,3.81,-2.24,-0.36,8.36,-0.03,-0.04,0.01,-0.04,0.03,0.0,0
827626,8.33,-0.53,5.51,-5.09,-2.28,6.57,-0.07,0.03,-0.05,-0.03,0.09,-0.06,1
329886,7.55,-1.14,6.32,-3.26,-0.39,7.96,-0.01,-0.02,-0.01,-0.02,0.01,0.0,1
775674,4.62,0.09,8.75,-7.59,-2.41,4.09,-0.05,-0.04,0.01,-0.04,-0.03,-0.04,0
293340,8.7,-0.82,5.06,-4.47,-2.31,7.13,-0.04,-0.05,0.01,-0.04,0.0,-0.01,1
1537734,7.37,0.37,6.85,-7.24,-2.12,4.97,-0.26,-0.09,-0.03,0.11,-0.06,-0.14,1
1575082,5.57,-0.82,8.2,-6.43,-3.01,5.29,-0.05,-0.03,0.01,-0.04,0.02,-0.01,0
617740,8.23,-0.73,5.76,-5.11,-0.68,7.02,-0.04,-0.05,0.02,-0.04,0.0,-0.02,1
18078,2.72,-0.04,9.41,-8.84,-3.25,0.14,-0.04,-0.05,0.01,-0.05,0.01,-0.01,0
1347306,7.47,-0.81,6.68,-4.77,-1.24,7.22,-0.04,-0.06,-0.01,0.04,0.02,-0.02,1
1393590,8.02,-0.27,5.9,-3.89,-0.85,7.74,-0.07,-0.08,0.01,-0.04,0.01,-0.0,1
668890,8.62,-0.13,5.11,-3.64,-2.06,7.61,-0.07,-0.04,0.01,-0.02,0.01,-0.02,1
1565744,5.36,-0.85,8.31,-6.5,-3.2,5.15,-0.03,-0.04,0.01,-0.03,0.02,-0.01,0
11582,4.12,-0.95,8.92,-4.93,-2.7,6.63,-0.04,-0.04,0.01,-0.03,0.03,-0.01,0
221078,8.7,-1.49,4.92,-4.59,-0.28,7.27,-0.06,-0.05,0.03,-0.02,-0.02,-0.01,1
2449606,7.64,-0.64,6.3,-6.3,-3.0,5.97,-0.05,-0.03,0.01,-0.05,0.03,0.0,1
1573868,8.34,-0.93,5.67,-5.97,-3.05,5.85,-0.07,-0.07,0.0,-0.02,0.01,-0.02,1
289686,8.69,-0.87,5.0,-4.4,-2.26,7.18,-0.04,-0.04,0.0,-0.04,0.0,-0.02,1
2229554,9.24,-1.4,3.86,-3.06,-1.24,7.92,-0.06,-0.02,0.0,-0.03,0.02,-0.03,0
83850,7.55,-1.56,6.59,-3.4,-0.69,7.41,0.08,-0.25,-0.29,-0.41,0.06,-0.28,0
1365576,7.96,-0.56,6.13,-4.09,-1.23,7.55,-0.03,-0.05,0.0,-0.03,0.01,-0.02,1
20514,3.79,-0.85,9.08,-5.03,-2.69,6.55,-0.05,-0.04,0.0,-0.04,0.02,-0.03,0
394034,9.03,-0.47,4.57,-7.67,-2.59,3.94,-0.04,-0.05,0.01,-0.04,0.01,-0.01,1
1856440,9.78,-1.7,2.43,-3.84,-0.52,7.77,-0.06,-0.04,0.01,-0.03,0.0,-0.01,1
7116,5.25,-0.82,8.43,-7.6,-1.87,4.27,-0.05,-0.04,0.0,-0.05,-0.02,-0.03,0
348962,8.65,-0.85,5.21,-4.58,-2.4,6.99,-0.05,-0.04,0.01,-0.04,0.01,-0.01,1
114706,7.53,0.8,6.57,-7.93,0.01,3.99,-0.05,-0.02,0.0,-0.03,0.05,-0.01,0
884884,6.3,2.83,7.15,-7.52,0.45,4.73,-0.05,-0.07,0.01,-0.01,-0.04,-0.01,0
1109808,8.25,-1.25,5.72,-6.1,-1.29,6.03,-0.08,-0.07,0.01,-0.03,-0.01,-0.01,1
1081794,8.18,-1.19,5.75,-6.12,-1.29,6.13,-0.04,-0.06,0.01,-0.04,0.02,-0.01,1
1863346,8.91,-0.41,4.81,-2.68,-0.76,8.19,-0.05,-0.07,0.07,-0.08,-0.04,0.01,0
48934,10.21,-2.45,1.1,-0.58,-1.11,8.59,0.17,-0.27,0.11,-0.07,-0.26,0.03,0
1922620,4.19,4.15,7.82,-7.78,-0.18,4.24,-0.04,-0.05,0.01,-0.04,0.03,0.01,0
300654,8.36,-1.31,5.32,-4.98,-0.34,7.2,-0.03,-0.06,0.04,-0.1,0.0,0.03,1
1033890,8.53,-0.41,5.34,-4.24,-2.05,7.33,-0.04,-0.06,0.01,-0.03,0.01,-0.01,1
310398,9.29,-0.14,3.93,-4.68,-1.08,7.2,-0.03,-0.03,0.01,-0.04,-0.0,-0.01,1
761054,2.91,-0.51,9.39,-8.65,-2.27,2.06,-0.05,-0.04,0.02,-0.08,-0.07,-0.02,0
1841418,9.75,-1.49,2.34,-4.0,-0.37,7.58,-0.04,-0.1,-0.0,-0.02,-0.02,-0.01,1
290908,9.01,-1.71,4.33,-3.53,-1.38,7.71,-0.04,-0.05,0.01,-0.04,0.01,-0.01,1
838604,9.35,-1.3,3.82,-2.35,-0.39,8.31,-0.04,-0.05,0.01,-0.04,0.03,-0.01,0
2023310,8.13,-0.86,5.89,-5.74,-1.36,6.4,-0.03,-0.05,0.02,-0.05,-0.01,-0.01,1
612050,8.56,-0.33,5.18,-3.32,-2.0,7.52,-0.05,-0.02,0.02,-0.07,0.03,-0.01,1
1217806,9.08,-0.53,4.49,-3.97,-0.76,7.72,-0.04,-0.03,0.0,-0.04,0.02,-0.02,0
1093566,9.48,-0.13,1.91,1.17,3.0,7.9,-0.18,-0.39,0.09,-0.09,0.34,0.17,1
234070,8.0,-1.35,6.06,-3.5,0.35,7.91,-0.02,-0.05,-0.03,-0.01,0.04,-0.01,1
803278,9.66,-1.51,2.72,-3.2,0.7,7.8,-0.02,-0.06,0.04,0.0,0.04,-0.01,0
1546666,7.85,0.1,6.37,-6.53,-1.84,5.7,-0.05,-0.03,0.0,-0.02,-0.02,-0.03,1
313240,7.92,-0.14,6.17,-5.67,-0.82,6.45,-0.05,-0.06,0.01,-0.02,-0.0,-0.01,1
48528,9.42,-2.69,2.43,-1.68,-1.65,8.91,-0.33,0.42,-0.39,0.04,0.6,-0.39,0
294970,8.96,-0.26,4.55,-7.62,-2.51,3.88,-0.06,-0.02,-0.0,-0.03,0.04,-0.03,1
1387514,7.09,4.68,5.21,-7.21,3.11,4.2,-0.05,-0.06,0.0,-0.04,0.03,-0.01,0
163426,9.31,-1.02,3.9,-2.05,0.6,8.44,0.38,0.36,-0.1,0.09,0.51,0.02,0
817894,9.54,-1.84,3.09,-3.32,0.66,7.84,-0.04,-0.05,0.01,-0.04,0.02,-0.01,0
318518,7.92,-0.26,6.12,-5.55,-0.82,6.46,-0.04,-0.04,-0.0,-0.03,0.01,-0.02,1
13612,5.15,-0.93,8.44,-7.57,-2.06,4.24,-0.05,-0.04,0.0,-0.03,0.02,-0.01,0
1398476,8.53,-2.59,4.94,-4.54,-4.66,6.22,0.06,0.03,-0.05,-0.15,0.14,0.08,0
402554,8.56,-0.77,5.15,-4.43,-2.52,7.03,-0.05,-0.05,0.01,-0.04,0.02,0.0,1
19702,2.66,-0.04,9.52,-8.88,-3.23,0.20,-0.04,-0.04,0.02,-0.04,0.02,-0.02,0
84662,6.83,-0.95,6.9,-4.83,-1.86,6.44,-0.01,0.11,0.19,-0.13,0.16,0.4,0
884888,5.48,4.37,6.99,-8.16,1.81,3.53,-0.13,-0.12,0.21,-0.38,-0.04,-0.18,0
288474,8.06,-0.27,5.95,-5.42,-0.77,6.74,-0.04,-0.04,0.01,-0.03,0.0,-0.01,1
327856,8.29,-0.89,5.85,-5.28,-0.08,6.87,-0.05,-0.05,0.0,-0.03,0.02,-0.01,1
1884048,9.63,-1.63,2.78,-3.86,-0.51,7.66,-0.04,-0.02,0.01,-0.04,0.03,-0.01,1
390786,9.07,-0.49,4.4,-7.6,-2.58,3.99,-0.04,-0.05,0.01,-0.04,0.01,-0.0,1
2300198,8.06,-1.38,6.02,-6.1,-3.07,5.58,-0.04,-0.05,0.01,-0.03,0.01,-0.02,0
1316464,4.98,-1.79,8.46,-7.14,-4.44,3.5,-0.03,-0.05,0.01,0.03,-0.06,-0.05,0
219860,8.03,2.35,5.76,-4.78,2.28,7.36,0.23,0.03,0.13,-0.16,0.01,0.26,0
1097628,8.38,-1.31,5.52,-5.94,-1.29,6.28,-0.03,-0.03,0.0,-0.04,0.02,-0.01,1
886090,8.32,-0.63,5.64,-4.95,-2.32,6.7,-0.03,-0.03,0.01,-0.04,0.02,-0.01,1
96436,7.5,-0.61,6.68,-7.94,-1.81,3.96,-0.03,-0.02,0.04,-0.01,-0.05,-0.01,0
1844670,6.93,2.37,6.8,-7.51,1.14,4.55,-0.04,-0.04,0.01,-0.03,0.01,-0.02,0
570238,9.84,-0.94,2.68,0.58,2.32,8.32,-0.06,-0.04,0.01,-0.01,-0.01,-0.04,0
851590,10.27,-0.23,-0.47,4.06,6.33,5.32,0.01,-0.01,0.0,-0.12,0.01,-0.07,0
281978,7.63,-0.92,6.41,-3.07,-0.2,8.07,-0.05,-0.01,-0.01,0.0,0.01,-0.04,1
332320,8.79,-1.67,4.81,-3.79,-1.72,7.57,-0.03,-0.05,-0.01,-0.04,0.05,0.0,1
2048482,8.19,-0.88,5.97,-5.99,-1.47,6.32,-0.04,-0.06,0.01,-0.04,0.01,0.01,1
539788,5.33,1.15,8.26,-6.44,-0.17,5.98,-0.05,-0.04,0.01,-0.04,0.02,-0.02,0
23762,3.85,-0.75,9.14,-5.2,-2.68,6.51,-0.07,-0.06,0.01,-0.04,0.03,-0.01,0
1824370,5.16,1.13,8.39,-7.64,-2.08,4.3,0.08,0.16,-0.07,0.01,0.03,-0.05,0
1856444,3.86,2.06,8.84,-8.05,-1.38,3.7,-0.01,-0.01,0.0,-0.1,0.02,0.02,0
1072850,7.23,1.14,6.65,-5.85,-0.69,6.39,-0.05,-0.06,0.0,-0.02,0.04,-0.01,0
1070020,8.31,-1.21,5.54,-5.91,-1.19,6.31,-0.05,-0.03,0.01,-0.03,0.01,-0.03,1
851986,8.52,-0.53,5.42,-4.32,-2.92,6.9,-0.08,-0.06,-0.0,-0.02,0.02,-0.02,1
18484,5.08,-0.96,8.42,-7.4,-2.04,4.57,-0.04,-0.06,0.02,-0.06,0.0,-0.01,0
73700,9.79,-0.34,2.56,-2.02,-0.92,8.40,-0.11,-0.14,0.03,0.09,-0.05,-0.06,0
250716,7.52,4.08,5.16,-5.47,3.58,5.78,-0.02,-0.03,0.03,-0.05,0.01,0.01,0
74916,9.91,-2.37,0.63,1.56,0.82,8.59,-0.04,-0.04,0.01,-0.04,0.01,-0.02,0
1773214,9.47,-0.97,3.95,-3.07,-0.02,8.16,-0.03,-0.04,-0.07,0.21,-0.33,-0.04,0
1378162,7.51,-0.94,6.49,-4.66,-1.27,7.22,-0.03,-0.05,0.01,-0.02,-0.01,-0.01,1
627890,8.08,-0.71,6.01,-5.31,-0.97,6.79,-0.03,-0.05,-0.01,-0.03,0.03,0.0,1
88722,10.05,-0.57,1.56,-0.89,0.21,8.73,-0.06,-0.04,0.01,-0.04,0.02,-0.00,0
2485740,7.47,-0.67,6.62,-6.17,-3.27,5.48,-0.01,-0.08,0.08,-0.13,-0.07,0.01,1
2095576,8.39,0.02,5.46,-4.53,-0.54,7.18,-0.03,-0.04,0.01,-0.07,0.05,-0.01,1
325014,9.26,-0.05,4.08,-4.89,-1.34,6.96,-0.07,-0.06,0.0,-0.03,0.02,-0.0,1
163420,6.56,2.23,7.17,-8.86,0.69,2.18,-0.05,-0.04,0.01,-0.04,0.03,-0.02,0
847530,10.17,-0.41,0.07,4.2,6.15,5.39,-0.05,-0.04,0.02,-0.07,0.0,-0.01,0
1499164,7.84,0.22,6.38,-6.79,-1.92,5.32,-0.05,-0.03,0.0,-0.03,-0.02,-0.05,1
59896,8.96,-1.02,4.64,-0.38,1.0,8.6,-0.06,-0.03,0.01,-0.04,0.03,-0.02,0
1057026,9.79,-0.33,2.51,0.58,3.02,8.2,-0.09,-0.06,0.01,-0.05,0.05,-0.01,1
786632,2.9,-0.57,9.41,-8.73,-2.31,1.81,-0.04,-0.05,0.0,-0.03,0.03,-0.01,0
56648,9.0,-1.05,4.55,-0.34,0.97,8.6,-0.02,-0.03,0.01,-0.01,0.0,-0.02,0
1467496,7.91,0.15,6.21,-6.53,-1.91,5.65,-0.07,-0.05,-0.01,-0.02,0.02,-0.04,1
35536,9.95,-0.92,1.64,-3.46,0.9,7.9,-0.42,-0.56,0.01,0.2,-0.71,-0.43,0
1485360,8.93,-1.59,4.49,-4.45,-2.55,7.09,-0.06,-0.08,0.02,-0.12,0.02,0.01,1
331510,7.46,-1.0,6.59,-3.52,0.16,7.87,-0.08,-0.03,0.03,-0.06,0.0,-0.03,1
1141870,10.19,-0.22,1.96,-0.77,4.08,7.95,-0.01,-0.08,0.02,-0.02,0.02,0.1,0
64766,9.96,-2.41,0.64,1.47,0.8,8.61,-0.04,-0.05,0.01,-0.04,0.02,-0.01,0
1504036,8.82,-1.63,4.64,-4.82,-2.86,6.74,-0.03,-0.05,0.0,-0.02,0.0,-0.01,1
795974,9.08,-0.63,4.19,-3.12,0.39,8.04,-0.06,-0.07,0.01,0.0,-0.04,-0.03,1
322572,8.66,-0.78,5.19,-4.43,-2.37,7.09,-0.05,-0.05,0.01,-0.04,0.0,-0.02,1
1083012,8.25,-1.21,5.66,-5.97,-1.3,6.22,-0.06,-0.05,0.01,-0.05,0.03,-0.01,1
1492668,8.79,-1.48,4.77,-4.7,-2.83,6.88,-0.03,-0.03,0.01,-0.05,0.02,-0.01,1
271828,8.95,-0.54,4.57,-7.56,-2.68,3.9,-0.06,-0.05,0.01,-0.05,0.03,-0.02,1
1283172,3.6,0.44,9.21,-8.83,-3.36,0.47,-0.06,-0.02,0.02,-0.04,-0.04,-0.05,0
57460,9.67,-2.88,1.74,-0.42,-0.86,8.6,-0.04,-0.03,0.01,-0.04,0.03,-0.01,0
632762,6.57,2.05,7.12,-5.76,0.57,6.49,-0.04,-0.07,-0.02,0.01,0.02,0.03,0
601906,8.33,-0.69,5.7,-4.98,-0.62,7.13,-0.03,-0.05,0.01,-0.03,0.01,-0.02,1
375358,8.95,-0.52,4.81,-7.73,-2.91,3.5,-0.05,-0.04,0.02,-0.06,0.0,-0.01,1
1076910,7.83,-0.33,6.25,-6.06,-0.65,6.22,-0.04,-0.06,0.01,-0.03,0.02,-0.01,0
910450,8.19,-0.51,5.77,-4.9,-2.33,6.81,-0.05,-0.04,0.01,-0.05,0.02,-0.02,1
1329036,7.57,-0.81,6.6,-4.56,-0.93,7.3,-0.08,0.0,-0.0,-0.07,0.03,-0.03,1
657514,7.68,1.21,6.39,-6.38,-0.93,5.95,-0.15,-0.05,0.02,-0.1,0.08,0.01,0
1571022,5.88,-0.99,7.9,-6.4,-3.11,5.22,-0.04,-0.06,0.01,-0.03,0.02,-0.01,0
244626,7.41,4.22,5.22,-5.44,3.63,5.93,-0.04,-0.05,0.01,-0.04,0.03,0.0,0
360736,8.68,-0.74,5.2,-4.47,-2.37,7.15,-0.02,-0.04,0.01,-0.04,0.02,-0.02,1
2141048,8.06,-0.03,5.9,-4.73,-1.39,7.15,-0.08,-0.09,0.08,-0.1,0.03,-0.01,1
1528802,7.47,0.12,6.59,-6.79,-2.26,5.23,0.0,-0.03,0.03,-0.07,0.03,0.01,1
395652,8.64,-0.75,5.2,-4.41,-2.5,7.13,-0.05,-0.04,0.01,-0.05,0.03,-0.01,1
323796,7.97,-0.3,6.16,-5.61,-0.81,6.55,-0.05,-0.05,0.01,-0.03,-0.0,-0.01,1
290504,8.43,-1.3,5.38,-4.5,-0.55,7.43,-0.05,-0.05,0.0,-0.03,0.01,-0.01,1
1103312,8.16,-1.31,5.38,-5.98,-1.24,6.5,-0.05,-0.01,0.01,-0.05,0.04,-0.03,1
1581176,8.5,-0.31,5.33,-5.5,-2.98,6.13,-0.06,-0.04,0.02,-0.03,0.03,-0.01,1
1058650,9.86,-0.57,2.56,0.46,3.13,8.13,-0.04,-0.03,0.01,-0.04,0.01,-0.02,1
863776,8.89,-0.58,4.75,-2.87,0.45,8.12,-0.0,-0.03,0.02,-0.05,0.03,0.01,1
1193038,8.13,-1.18,5.77,-6.42,-1.26,5.86,-0.05,-0.05,0.0,-0.04,0.02,-0.01,1
1497946,7.7,0.17,6.33,-6.6,-2.21,5.45,-0.05,-0.01,-0.04,0.02,0.09,-0.03,1
1315638,7.59,-0.56,6.42,-4.67,-0.83,7.25,-0.04,-0.04,0.01,-0.07,0.03,-0.0,1
862148,7.23,3.17,6.09,-7.16,3.74,3.53,-0.01,-0.06,-0.01,-0.01,0.07,0.02,0
232852,7.61,-0.7,6.53,-2.16,-0.73,8.41,-0.04,-0.03,0.01,-0.04,0.03,0.0,1
1887706,9.1,-0.82,4.32,-2.07,-0.44,8.35,-0.06,-0.06,0.02,-0.04,-0.04,-0.02,0
1145942,8.21,-1.13,5.78,-6.36,-1.27,5.88,-0.06,-0.06,0.01,-0.04,0.01,-0.01,1
181690,6.14,2.40,7.51,-8.96,0.82,1.85,-0.04,-0.04,0.01,-0.04,-0.00,-0.02,0
14830,3.39,1.24,9.08,-8.46,-1.23,2.99,-0.06,-0.06,0.01,-0.04,0.03,-0.01,0
81818,9.96,-2.43,0.68,1.43,0.79,8.62,-0.04,-0.04,0.01,-0.03,0.01,-0.02,0
813838,9.32,-1.36,3.67,-2.33,-0.32,8.3,-0.05,-0.06,0.01,-0.04,0.03,0.0,0
919798,8.48,1.76,5.07,-1.73,4.47,7.26,-0.06,-0.04,0.02,-0.03,0.01,-0.02,0
1049312,9.77,-0.17,2.68,0.89,2.83,8.26,-0.04,-0.07,0.01,-0.03,0.01,-0.02,1
34724,9.88,-0.05,2.21,-3.89,1.35,7.36,-0.07,0.2,-0.09,-0.04,0.25,-0.14,0
28634,7.11,-1.54,6.92,-6.57,-2.62,5.58,0.03,-0.04,-0.01,-0.08,-0.1,-0.03,0
315676,7.1,-0.74,6.99,-3.53,-0.75,7.87,-0.04,-0.04,0.01,-0.05,0.01,-0.01,1
321766,7.51,-1.47,6.27,-3.92,-0.11,7.49,-0.1,-0.07,-0.03,-0.01,0.01,-0.03,1
920612,4.49,-6.77,6.29,-4.35,-6.23,5.26,0.12,-0.06,-0.09,0.02,0.15,0.15,0
1910844,9.92,-1.44,1.8,-3.82,-0.49,7.72,-0.05,-0.05,0.02,-0.03,-0.01,-0.02,1
872692,8.19,-0.71,5.81,-4.92,-2.48,6.81,-0.05,-0.06,0.01,-0.0,0.01,-0.01,1
607990,8.81,-0.25,5.0,-3.34,-1.79,7.84,-0.06,-0.05,0.01,-0.04,0.02,-0.02,1
1074890,9.67,-0.37,2.87,0.63,3.98,7.81,-0.02,0.01,0.01,-0.01,-0.02,-0.0,1
1493074,8.83,-1.48,4.8,-4.71,-2.82,6.81,-0.05,-0.04,0.01,-0.05,0.01,-0.01,1
1087872,6.15,2.06,7.51,-6.24,-0.56,6.11,-0.04,-0.01,0.0,-0.03,0.01,-0.01,0
83038,10.10,-0.51,1.55,-0.99,0.08,8.64,-0.05,-0.05,0.02,-0.05,0.02,-0.01,0
217018,8.1,-1.75,5.72,-2.94,0.23,8.0,-0.04,-0.09,-0.0,0.01,-0.04,-0.0,1
1357064,7.82,3.03,4.76,-6.28,1.55,5.32,-0.28,-0.16,-0.19,0.58,0.14,-0.07,0
293346,8.46,-1.26,5.39,-4.53,-0.48,7.36,-0.04,-0.04,0.0,-0.02,-0.0,-0.02,1
688776,7.4,-1.36,6.28,-4.43,-4.11,5.79,-0.08,0.19,0.04,-0.28,0.13,0.09,0
1188574,9.12,-0.57,4.2,-4.01,-0.7,7.6,-0.04,-0.05,0.01,-0.04,0.0,-0.01,0
890162,6.27,2.97,7.02,-7.66,0.68,4.47,-0.05,-0.05,0.01,-0.02,0.0,-0.02,0
836980,9.8,-1.36,2.94,-1.68,-0.49,8.49,0.09,-0.04,-0.05,0.05,-0.04,0.02,1
155300,6.67,2.21,7.10,-8.85,0.55,2.32,-0.04,-0.05,0.01,-0.05,0.00,-0.02,0
863364,10.32,-0.39,-0.63,4.17,5.99,5.42,-0.01,-0.01,0.0,-0.06,-0.02,-0.01,0
863354,8.1,-0.64,5.88,-5.12,-2.46,6.66,-0.03,-0.11,0.05,-0.04,-0.03,-0.0,1
886512,8.07,-3.5,5.66,-2.38,-5.24,7.3,0.16,0.0,0.25,-0.5,-0.28,0.3,0
281166,8.76,-1.4,5.66,-4.57,-0.62,7.5,-0.03,-0.07,-0.02,0.02,0.04,-0.0,1
2167032,8.19,0.01,5.86,-4.53,-1.13,7.35,-0.05,-0.04,0.0,-0.04,0.02,-0.03,1
1508908,7.55,0.6,6.63,-6.98,-1.88,5.14,-0.03,-0.06,0.0,0.0,-0.01,-0.02,1
1852790,4.48,2.0,8.5,-7.69,-1.64,4.1,-0.02,-0.01,0.01,-0.07,0.01,-0.02,0
817070,8.57,-0.6,5.24,-4.91,-2.02,6.82,-0.03,-0.07,0.02,-0.02,-0.01,-0.0,1
2179616,4.8,-0.2,8.62,-7.99,-2.8,3.18,-0.04,-0.06,0.0,-0.01,0.01,-0.0,0
128914,6.16,6.64,4.18,49.26,53.09,33.40,0.03,0.02,0.08,0.27,0.17,0.65,0
262490,8.09,-0.26,5.94,-5.53,-0.7,6.79,-0.04,-0.05,0.02,-0.03,0.0,-0.0,1
841848,1.63,-0.63,7.92,-6.68,-3.25,1.04,0.26,0.33,0.61,-0.91,-0.05,0.42,0
48122,10.24,-0.32,0.77,-2.3,2.09,8.0,-0.03,-0.03,0.01,-0.05,0.01,0.0,0
1104528,9.7,-0.34,2.53,0.5,3.84,7.88,-0.1,-0.06,-0.01,-0.03,0.07,-0.03,1
44874,8.91,-0.81,4.81,-0.74,1.23,8.6,-0.02,-0.12,0.04,-0.08,-0.05,0.14,0
1009936,8.55,-0.39,5.28,-4.26,-1.97,7.28,-0.03,-0.03,0.0,-0.04,0.02,-0.01,1
